Cause,Donor_Name,Amount,Donor_history,Donor_history_2,Donor_history_3
 Mental Health ,Mental Health Foundation (India),,"Endowed $270,000 to establish a community center providing holistic support for mental health.","Donated $140,000 to a rural charity providing microloans for entrepreneurs.","Endowed $35,000 to establish a meals for needy people fellowship for young professionals."
 Mental Health ,Schizophrenia Research Foundation (SCARF),,"Sponsored a workshop with a donation of $280,000 focusing on mindfulness and stress reduction for mental wellness.","Invested $190,000 in a startup providing renewable energy solutions for rural households.","Sponsored a seminar with a donation of $170,000 focusing on innovative approaches to education."
 Mental Health ,Mind India,,"Donated $290,000 to support mental health first aid training programs for laypeople.","Donated $140,000 to a rural charity providing microloans for entrepreneurs.","Donated $180,000 to a charity providing educational resources to children in refugee camps."
 Mental Health ,Tata Institute of Social Sciences (TISS) - Centre for Mental Health,,"Donated $220,000 to establish a mentorship program for refugee youth.","Invested $310,000 in a startup developing wearable devices for monitoring mental health indicators.","Invested $190,000 in a startup developing low-cost educational materials for developing countries."
 Mental Health ,Kiran Mental Health Rehabilitation Centre,,"Invested $230,000 in a research project exploring the impact of climate change on humanitarian crises.","Supported mental health advocacy with a grant of $320,000 to organizations promoting policy change.","Sponsored a seminar with a donation of $170,000 focusing on innovative approaches to education."
 Mental Health ,Shanti Home,,"Helped improve humanitarian response by donating $240,000 to train local volunteers.","Contributed $330,000 to fund research on the intersection of mental health and marginalized communities.","Donated $180,000 to a charity providing educational resources to children in refugee camps."
 Mental Health ,Mind Speciality Clinic,,"Provided $260,000 in funding for humanitarian organizations advocating for policy change.","Donated $340,000 to establish a respite center providing temporary housing for those in mental health crisis.","Invested $190,000 in a startup developing low-cost educational materials for developing countries."
 Mental Health ,Manas Foundation,,"Endowed $270,000 to establish a humanitarian innovation lab for designing solutions.","Provided $350,000 in funding for programs offering peer support for individuals with mental illness.","Donated $70,000 to sponsor a meals for needy people symposium bringing together experts."
 Mental Health ,Medicover Hospitals,,"Endowed $360,000 to establish a research institute focused on cultural approaches to mental health care.","Invested $350,000 in a sports academy providing coaching and mentorship to young athletes.","Supported the expansion of a meals for needy people pantry with a donation of $85,000."
 Mental Health ,Medicover Hospitals,,"Sponsored a mental health summit with a donation of $370,000 to address disparities in access to care.","Supported sports education with a grant of $100,000 to a youth sports program.","Donated $200,000 to support mental health awareness initiatives last year."
 Mental Health ,Child in Need Institute (CINI),,"Donated $380,000 to support mental health programs in schools, benefiting children and adolescents.","Provided $75,000 in funding for sports clubs and leagues fostering community engagement.","Invested approximately $400,000 in programs aimed at promoting access to quality education."
 Mental Health ,Snehi,,"Invested $390,000 in a startup developing AI-powered chatbots for mental health support.","Endowed $80,000 to establish a fund for sports scholarships and grants.","Contributed $150,000 to fund clean energy projects for sustainable development."
 Mental Health ,Sri Ramachandra Institute of Higher Education and Research (Deemed University),,"Supported mental health education with a grant of $400,000 to create curriculum resources for educators.","Supported the publication of a research paper with a grant of $20,000 focusing on mental health interventions.","Pledged $300,000 towards the advancement of women's rights and empowerment."
 Mental Health ,Fortis National Mental Health Program,,"Contributed $410,000 to fund research on personalized treatment approaches for mental health disorders.","Contributed $25,000 to an innovation competition for startups developing mental health technologies.","Donated $50,000 to provide humanitarian aid for refugees in crisis zones."
 Mental Health ,ReachOut India,,"Donated $420,000 to establish a crisis intervention program for individuals experiencing acute mental health crises.","Endowed $35,000 to establish a fellowship program for professionals specializing in mental health care.","Invested $130,000 in a research institute focused on understanding the biological basis of mental illness."
 Mental Health ,Anjali Mental Health Rights Organization,,"Provided $430,000 in funding for a mobile mental health clinic serving rural and remote communities.","Endowed $35,000 to establish a fellowship program for blind people pursuing entrepreneurship.","Donated $140,000 to support advocacy efforts for policy changes to improve mental health care."
 Mental Health ,Nirvana Foundation,,"Endowed $440,000 to establish a scholarship fund for individuals pursuing graduate studies in mental health.","Donated $45,000 to a blind people's awareness campaign aimed at breaking down societal barriers.","Provided $150,000 in funding for a program offering mental health screenings and assessments."
 Mental Health ,Alzheimer's and Related Disorders Society of India (ARDSI),,"Sponsored a mental health awareness campaign with a donation of $450,000 to reach diverse populations.","Supported flood literacy with a grant of $200,000 to develop educational materials on flood preparedness.","Endowed $160,000 to establish a scholarship fund for individuals pursuing careers in mental health."
 Mental Health ,NIMH (National Initiative for Mental Health),,"Donated $460,000 to support transitional housing programs for individuals with severe mental illness.","Supported mental health education with a grant of $100,000 to a mental health awareness program.","Sponsored a seminar with a donation of $170,000 focusing on innovations in mental health care."
